Planet,Mission,Mission Type,Rotation,Item,Droprate,Droprate Category
Saturn,Helene ,(Defense),C,Neo G1 Relic,8.6,Rare
Saturn,Helene ,(Defense),C,Neo A2 Relic,8.6,Rare
Saturn,Helene ,(Defense),C,Neo H2 Relic,8.6,Rare
Saturn,Titan ,(Survival),A,1500 Credits Cache,16.67,Uncommon
Saturn,Titan ,(Survival),A,2000 Credits Cache,16.67,Uncommon
Saturn,Titan ,(Survival),A,2500 Credits Cache,16.67,Uncommon
Saturn,Titan ,(Survival),A,15 Endo,16.67,Uncommon
Saturn,Titan ,(Survival),A,50 Endo,16.67,Uncommon
Saturn,Titan ,(Survival),A,80 Endo,16.67,Uncommon
Saturn,Titan ,(Survival),B,Provoked,7.14,Rare
Saturn,Titan ,(Survival),B,Steel Fiber,7.14,Rare
Saturn,Titan ,(Survival),B,Serration,7.14,Rare
Saturn,Titan ,(Survival),B,Hornet Strike,7.14,Rare
Saturn,Titan ,(Survival),B,Fast Deflection,7.14,Rare
Saturn,Titan ,(Survival),B,Charged Shell,7.14,Rare
Saturn,Titan ,(Survival),B,Vital Sense,7.14,Rare
Saturn,Titan ,(Survival),B,Meso T1 Relic,7.14,Rare
Saturn,Titan ,(Survival),B,Meso Z1 Relic,7.14,Rare
Saturn,Titan ,(Survival),B,Meso B2 Relic,7.14,Rare
Saturn,Titan ,(Survival),B,Meso S8 Relic,7.14,Rare
Saturn,Titan ,(Survival),B,Meso T3 Relic,7.14,Rare
Saturn,Titan ,(Survival),B,Meso D3 Relic,7.14,Rare
Saturn,Titan ,(Survival),B,Meso R1 Relic,7.14,Rare
Saturn,Titan ,(Survival),C,Neo S7 Relic,8.6,Rare
Saturn,Titan ,(Survival),C,Neo M1 Relic,8.6,Rare
Saturn,Titan ,(Survival),C,Neo L1 Relic,8.6,Rare
Saturn,Titan ,(Survival),C,Neo N8 Relic,8.6,Rare
Saturn,Titan ,(Survival),C,Cleanse Corpus,3.76,Rare
Saturn,Titan ,(Survival),C,Pistol Ammo Mutation,3.76,Rare
Saturn,Titan ,(Survival),C,Arrow Mutation,3.76,Rare
Saturn,Titan ,(Survival),C,Rifle Ammo Mutation,3.76,Rare
Saturn,Titan ,(Survival),C,Sniper Ammo Mutation,3.76,Rare
Saturn,Titan ,(Survival),C,Shotgun Ammo Mutation,3.76,Rare
Saturn,Titan ,(Survival),C,Neo B5 Relic,8.6,Rare
Saturn,Titan ,(Survival),C,Neo K2 Relic,8.6,Rare
Saturn,Titan ,(Survival),C,Neo G1 Relic,8.6,Rare
Saturn,Titan ,(Survival),C,Neo A2 Relic,8.6,Rare
Saturn,Titan ,(Survival),C,Neo H2 Relic,8.6,Rare
Saturn,Dione ,(Spy),A,Vitality,9.09,Rare
Saturn,Dione ,(Spy),A,Magazine Warp,9.09,Rare
Saturn,Dione ,(Spy),A,Trick Mag,9.09,Rare
Saturn,Dione ,(Spy),A,Pressure Point,9.09,Rare
Saturn,Dione ,(Spy),A,Ammo Drum,9.09,Rare
Saturn,Dione ,(Spy),A,Fast Hands,9.09,Rare
Saturn,Dione ,(Spy),A,Point Strike,9.09,Rare
Saturn,Dione ,(Spy),A,Piercing Hit,9.09,Rare
Saturn,Dione ,(Spy),A,Pistol Gambit,9.09,Rare
Saturn,Dione ,(Spy),A,Blunderbuss,9.09,Rare
Saturn,Dione ,(Spy),A,15 Endo,9.09,Rare
Saturn,Dione ,(Spy),B,Speed Trigger,5.56,Rare
Saturn,Dione ,(Spy),B,Fast Deflection,5.56,Rare
Saturn,Dione ,(Spy),B,Rush,5.56,Rare
Saturn,Dione ,(Spy),B,Target Cracker,5.56,Rare
Saturn,Dione ,(Spy),B,No Return,5.56,Rare
Saturn,Dione ,(Spy),B,Serration,5.56,Rare
Saturn,Dione ,(Spy),B,Hornet Strike,5.56,Rare
Saturn,Dione ,(Spy),B,Reflex Coil,5.56,Rare
Saturn,Dione ,(Spy),B,Deep Freeze,5.56,Rare
Saturn,Dione ,(Spy),B,North Wind,5.56,Rare
Saturn,Dione ,(Spy),B,Cryo Rounds,5.56,Rare
Saturn,Dione ,(Spy),B,Hell's Chamber,5.56,Rare
Saturn,Dione ,(Spy),B,Streamline,5.56,Rare
Saturn,Dione ,(Spy),B,Shocking Touch,5.56,Rare
Saturn,Dione ,(Spy),B,Stormbringer,5.56,Rare
Saturn,Dione ,(Spy),B,Point Blank,5.56,Rare
Saturn,Dione ,(Spy),B,Fury,5.56,Rare
Saturn,Dione ,(Spy),B,50 Endo,5.56,Rare
Saturn,Dione ,(Spy),C,Metal Auger,5.64,Rare
Saturn,Dione ,(Spy),C,Rime Rounds,5.64,Rare
Saturn,Dione ,(Spy),C,Scattering Inferno,5.64,Rare
Saturn,Dione ,(Spy),C,80 Endo,9.68,Rare
Saturn,Dione ,(Spy),C,Ivara Chassis Blueprint,5.64,Rare
Saturn,Dione ,(Spy),C,Meso T1 Relic,9.68,Rare
Saturn,Dione ,(Spy),C,Meso Z1 Relic,9.68,Rare
Saturn,Dione ,(Spy),C,Meso B2 Relic,9.68,Rare
Saturn,Dione ,(Spy),C,Meso S8 Relic,9.68,Rare
Saturn,Dione ,(Spy),C,Meso T3 Relic,9.68,Rare
Saturn,Dione ,(Spy),C,Meso D3 Relic,9.68,Rare
Saturn,Dione ,(Spy),C,Meso R1 Relic,9.68,Rare
Saturn,Dione ,(Spy),A,Vapor Specter Blueprint,100,Very Common
Saturn,Dione ,(Spy),B,Phase Specter Blueprint,100,Very Common
Saturn,Dione ,(Spy),C,Force Specter Blueprint,100,Very Common
Saturn,Dione ,(Spy),A,Meso T1 Relic,9.09,Rare
Saturn,Dione ,(Spy),A,Meso Z1 Relic,9.09,Rare
Saturn,Dione ,(Spy),A,Meso B2 Relic,9.09,Rare
Saturn,Dione ,(Spy),A,Meso S8 Relic,9.09,Rare
Saturn,Dione ,(Spy),A,Meso T3 Relic,9.09,Rare
Saturn,Dione ,(Spy),A,Meso D3 Relic,9.09,Rare
Saturn,Dione ,(Spy),A,Meso R1 Relic,9.09,Rare
Saturn,Dione ,(Spy),B,Target Cracker,5.88,Rare
Saturn,Dione ,(Spy),B,No Return,5.88,Rare
Saturn,Dione ,(Spy),B,Serration,5.88,Rare
Saturn,Dione ,(Spy),B,Hornet Strike,5.88,Rare
Saturn,Dione ,(Spy),B,Reflex Coil,5.88,Rare
Saturn,Dione ,(Spy),B,North Wind,5.88,Rare
Saturn,Dione ,(Spy),B,Hell's Chamber,5.88,Rare
Saturn,Dione ,(Spy),B,Neo S7 Relic,5.88,Rare
Saturn,Dione ,(Spy),B,Neo M1 Relic,5.88,Rare
Saturn,Dione ,(Spy),B,50 Endo,5.88,Rare
Saturn,Dione ,(Spy),B,Neo L1 Relic,5.88,Rare
Saturn,Dione ,(Spy),B,Neo N8 Relic,5.88,Rare
Saturn,Dione ,(Spy),B,Neo B5 Relic,5.88,Rare
Saturn,Dione ,(Spy),B,Neo K2 Relic,5.88,Rare
Saturn,Dione ,(Spy),B,Neo G1 Relic,5.88,Rare
Saturn,Dione ,(Spy),B,Neo A2 Relic,5.88,Rare
Saturn,Dione ,(Spy),B,Neo H2 Relic,5.88,Rare
Saturn,Dione ,(Spy),C,Neo S7 Relic,11.11,Uncommon
Saturn,Dione ,(Spy),C,Neo M1 Relic,11.11,Uncommon
Saturn,Dione ,(Spy),C,Neo L1 Relic,11.11,Uncommon
Saturn,Dione ,(Spy),C,Neo N8 Relic,11.11,Uncommon
Saturn,Dione ,(Spy),C,Neo B5 Relic,11.11,Uncommon
Saturn,Dione ,(Spy),C,Neo K2 Relic,11.11,Uncommon
Saturn,Dione ,(Spy),C,Neo G1 Relic,11.11,Uncommon
Saturn,Dione ,(Spy),C,Neo A2 Relic,11.11,Uncommon
Saturn,Dione ,(Spy),C,Neo H2 Relic,11.11,Uncommon
Saturn,Tethys ,(Assassination),,Ember Neuroptics Blueprint,38.72,Common
Saturn,Tethys ,(Assassination),,Ember Chassis Blueprint,38.72,Common
Saturn,Tethys ,(Assassination),,Ember Systems Blueprint,22.56,Uncommon
Saturn,Tethys ,(Assassination),,Vitality,10.84,Uncommon
Saturn,Tethys ,(Assassination),,Fast Deflection,10.84,Uncommon
Saturn,Tethys ,(Assassination),,Rush,11.06,Uncommon
Saturn,Tethys ,(Assassination),,Magazine Warp,10.84,Uncommon
Saturn,Tethys ,(Assassination),,Trick Mag,10.84,Uncommon
Saturn,Tethys ,(Assassination),,Pressure Point,0.34,Legendary
Saturn,Tethys ,(Assassination),,Ammo Drum,11.06,Uncommon
Saturn,Tethys ,(Assassination),,Fast Hands,10.84,Uncommon
Saturn,Tethys ,(Assassination),,Quickdraw,10.84,Uncommon
Saturn,Tethys ,(Assassination),,Health Restore (Large),10.84,Uncommon
Saturn,Tethys ,(Assassination),,Omni Ammo Box,0.34,Legendary
Saturn,Tethys ,(Assassination),,North Wind,0.34,Legendary
Saturn,Tethys ,(Assassination),,Shocking Touch,0.34,Legendary
Saturn,Tethys ,(Assassination),,Molten Impact,0.34,Legendary
Saturn,Tethys ,(Assassination),,Stretch,0.34,Legendary
Saturn,Rhea ,(Interception),A,Vitality,9.09,Rare
Saturn,Rhea ,(Interception),A,Magazine Warp,9.09,Rare
Saturn,Rhea ,(Interception),A,Trick Mag,9.09,Rare
Saturn,Rhea ,(Interception),A,15 Endo,9.09,Rare
Saturn,Rhea ,(Interception),A,Meso T1 Relic,9.09,Rare
Saturn,Rhea ,(Interception),A,Meso Z1 Relic,9.09,Rare
Saturn,Rhea ,(Interception),A,Meso B2 Relic,9.09,Rare
Saturn,Rhea ,(Interception),A,Meso S8 Relic,9.09,Rare
Saturn,Rhea ,(Interception),A,Meso T3 Relic,9.09,Rare
Saturn,Rhea ,(Interception),A,Meso D3 Relic,9.09,Rare
Saturn,Rhea ,(Interception),A,Meso R1 Relic,9.09,Rare
Saturn,Rhea ,(Interception),B,Target Cracker,5.88,Rare
Saturn,Rhea ,(Interception),B,No Return,5.88,Rare
Saturn,Rhea ,(Interception),B,Serration,5.88,Rare
Saturn,Rhea ,(Interception),B,Hornet Strike,5.88,Rare
Saturn,Rhea ,(Interception),B,Reflex Coil,5.88,Rare
Saturn,Rhea ,(Interception),B,North Wind,5.88,Rare
Saturn,Rhea ,(Interception),B,Hell's Chamber,5.88,Rare
Saturn,Rhea ,(Interception),B,Neo S7 Relic,5.88,Rare
Saturn,Rhea ,(Interception),B,Neo M1 Relic,5.88,Rare
Saturn,Rhea ,(Interception),B,50 Endo,5.88,Rare
Saturn,Rhea ,(Interception),B,Neo L1 Relic,5.88,Rare
Saturn,Rhea ,(Interception),B,Neo N8 Relic,5.88,Rare
Saturn,Rhea ,(Interception),B,Neo B5 Relic,5.88,Rare
Saturn,Rhea ,(Interception),B,Neo K2 Relic,5.88,Rare
Saturn,Rhea ,(Interception),B,Neo G1 Relic,5.88,Rare
Saturn,Rhea ,(Interception),B,Neo A2 Relic,5.88,Rare
Saturn,Rhea ,(Interception),B,Neo H2 Relic,5.88,Rare
Saturn,Rhea ,(Interception),C,Neo S7 Relic,11.11,Uncommon
Saturn,Rhea ,(Interception),C,Neo M1 Relic,11.11,Uncommon
Saturn,Rhea ,(Interception),C,Neo L1 Relic,11.11,Uncommon
Saturn,Rhea ,(Interception),C,Neo N8 Relic,11.11,Uncommon
Saturn,Rhea ,(Interception),C,Neo B5 Relic,11.11,Uncommon
Saturn,Rhea ,(Interception),C,Neo K2 Relic,11.11,Uncommon
Saturn,Rhea ,(Interception),C,Neo G1 Relic,11.11,Uncommon
Saturn,Rhea ,(Interception),C,Neo A2 Relic,11.11,Uncommon
Saturn,Rhea ,(Interception),C,Neo H2 Relic,11.11,Uncommon
Saturn,Rhea ,(Interception),A,2500 Credits Cache,33.33,Common
Saturn,Rhea ,(Interception),A,3000 Credits Cache,33.33,Common
Saturn,Rhea ,(Interception),A,4000 Credits Cache,33.33,Common
Saturn,Rhea ,(Interception),B,75 Endo,12.65,Uncommon
Saturn,Rhea ,(Interception),B,150 Endo,12.65,Uncommon
Saturn,Rhea ,(Interception),B,80 Endo,12.65,Uncommon
Saturn,Rhea ,(Interception),B,300X Polymer Bundle,12.65,Uncommon
Saturn,Rhea ,(Interception),B,350X Rubedo,12.65,Uncommon
Saturn,Rhea ,(Interception),B,300X Plastids,12.65,Uncommon
Saturn,Rhea ,(Interception),B,250 Endo,11.06,Uncommon
Saturn,Rhea ,(Interception),B,240 Endo,11.06,Uncommon
Saturn,Rhea ,(Interception),B,400 Endo,1.01,Ultra Rare
Saturn,Rhea ,(Interception),B,640 Endo,1.01,Ultra Rare
Saturn,Rhea ,(Interception),C,80 Endo,15.1,Uncommon
Saturn,Rhea ,(Interception),C,150 Endo,15.1,Uncommon
Saturn,Rhea ,(Interception),C,Orokin Cell,15.1,Uncommon
Saturn,Rhea ,(Interception),C,Gallium,15.1,Uncommon
Saturn,Rhea ,(Interception),C,Neurodes,15.1,Uncommon
Saturn,Rhea ,(Interception),C,240 Endo,4.4,Rare
Saturn,Rhea ,(Interception),C,2X Orokin Cell,4.4,Rare
Saturn,Rhea ,(Interception),C,2X Gallium,4.4,Rare
Saturn,Rhea ,(Interception),C,2X Neurodes,4.4,Rare
Saturn,Rhea ,(Interception),C,Tellurium,4.4,Rare
Saturn,Rhea ,(Interception),C,Argon Crystal,1,Ultra Rare
Saturn,Rhea ,(Interception),C,Nitain Extract,1,Ultra Rare
Saturn,Rhea ,(Interception),C,Xiphos Engines Blueprint,0.5,Legendary
Saturn,Rhea ,(Interception),A,Pressure Point,9.09,Rare
Saturn,Rhea ,(Interception),A,Ammo Drum,9.09,Rare
Saturn,Rhea ,(Interception),A,Fast Hands,9.09,Rare
Saturn,Rhea ,(Interception),A,Point Strike,9.09,Rare
Saturn,Rhea ,(Interception),A,Piercing Hit,9.09,Rare
Saturn,Rhea ,(Interception),A,Pistol Gambit,9.09,Rare
Saturn,Rhea ,(Interception),A,Blunderbuss,9.09,Rare
Saturn,Rhea ,(Interception),B,Speed Trigger,5.56,Rare
Saturn,Rhea ,(Interception),B,Fast Deflection,5.56,Rare
Saturn,Rhea ,(Interception),B,Rush,5.56,Rare
Saturn,Rhea ,(Interception),B,Target Cracker,5.56,Rare
Saturn,Rhea ,(Interception),B,No Return,5.56,Rare
Saturn,Rhea ,(Interception),B,Serration,5.56,Rare
Saturn,Rhea ,(Interception),B,Hornet Strike,5.56,Rare
Saturn,Rhea ,(Interception),B,Reflex Coil,5.56,Rare
Saturn,Rhea ,(Interception),B,Deep Freeze,5.56,Rare
Saturn,Rhea ,(Interception),B,North Wind,5.56,Rare
Saturn,Rhea ,(Interception),B,Cryo Rounds,5.56,Rare
Saturn,Rhea ,(Interception),B,Hell's Chamber,5.56,Rare
Saturn,Rhea ,(Interception),B,Streamline,5.56,Rare
Saturn,Rhea ,(Interception),B,Shocking Touch,5.56,Rare
Saturn,Rhea ,(Interception),B,Stormbringer,5.56,Rare
Saturn,Rhea ,(Interception),B,Point Blank,5.56,Rare
Saturn,Rhea ,(Interception),B,Fury,5.56,Rare
Saturn,Rhea ,(Interception),B,50 Endo,5.56,Rare
Saturn,Rhea ,(Interception),C,Metal Auger,5.64,Rare
Saturn,Rhea ,(Interception),C,Rime Rounds,5.64,Rare
Saturn,Rhea ,(Interception),C,Scattering Inferno,5.64,Rare
Saturn,Rhea ,(Interception),C,80 Endo,9.68,Rare
Saturn,Rhea ,(Interception),C,Ivara Chassis Blueprint,5.64,Rare
Saturn,Rhea ,(Interception),C,Meso T1 Relic,9.68,Rare
Saturn,Rhea ,(Interception),C,Meso Z1 Relic,9.68,Rare
Saturn,Rhea ,(Interception),C,Meso B2 Relic,9.68,Rare
Saturn,Rhea ,(Interception),C,Meso S8 Relic,9.68,Rare
Saturn,Rhea ,(Interception),C,Meso T3 Relic,9.68,Rare
Saturn,Rhea ,(Interception),C,Meso D3 Relic,9.68,Rare
Saturn,Rhea ,(Interception),C,Meso R1 Relic,9.68,Rare
Saturn,Cassini ,(Capture),,Vitality,10.84,Uncommon
Saturn,Cassini ,(Capture),,Fast Deflection,10.84,Uncommon
Saturn,Cassini ,(Capture),,Rush,11.06,Uncommon
Saturn,Cassini ,(Capture),,Magazine Warp,10.84,Uncommon
Saturn,Cassini ,(Capture),,Trick Mag,10.84,Uncommon
Saturn,Cassini ,(Capture),,Pressure Point,0.34,Legendary
Saturn,Cassini ,(Capture),,Ammo Drum,11.06,Uncommon
Saturn,Cassini ,(Capture),,Fast Hands,10.84,Uncommon
Saturn,Cassini ,(Capture),,Quickdraw,10.84,Uncommon
Saturn,Cassini ,(Capture),,Health Restore (Large),10.84,Uncommon
Saturn,Cassini ,(Capture),,Omni Ammo Box,0.34,Legendary
Saturn,Cassini ,(Capture),,North Wind,0.34,Legendary
Saturn,Cassini ,(Capture),,Shocking Touch,0.34,Legendary
Saturn,Cassini ,(Capture),,Molten Impact,0.34,Legendary
Saturn,Cassini ,(Capture),,Stretch,0.34,Legendary
Saturn,Anthe ,(Rescue),A,Phase Specter Blueprint,100,Very Common
Saturn,Anthe ,(Rescue),B,Force Specter Blueprint,100,Very Common
Saturn,Anthe ,(Rescue),C,Cosmic Specter Blueprint,100,Very Common
Saturn,Numa ,(Rescue),A,Vapor Specter Blueprint,100,Very Common
Saturn,Numa ,(Rescue),B,Phase Specter Blueprint,100,Very Common
Saturn,Numa ,(Rescue),C,Force Specter Blueprint,100,Very Common
Saturn,Calypso ,(Caches),A,2500 Credits Cache,33.33,Common
Saturn,Calypso ,(Caches),A,3000 Credits Cache,33.33,Common
Saturn,Calypso ,(Caches),A,4000 Credits Cache,33.33,Common
Saturn,Calypso ,(Caches),B,75 Endo,12.65,Uncommon
Saturn,Calypso ,(Caches),B,150 Endo,12.65,Uncommon
Saturn,Calypso ,(Caches),B,80 Endo,12.65,Uncommon
Saturn,Calypso ,(Caches),B,300X Polymer Bundle,12.65,Uncommon
Saturn,Calypso ,(Caches),B,350X Rubedo,12.65,Uncommon
Saturn,Calypso ,(Caches),B,300X Plastids,12.65,Uncommon
Saturn,Calypso ,(Caches),B,250 Endo,11.06,Uncommon
Saturn,Calypso ,(Caches),B,240 Endo,11.06,Uncommon
Saturn,Calypso ,(Caches),B,400 Endo,1.01,Ultra Rare
Saturn,Calypso ,(Caches),B,640 Endo,1.01,Ultra Rare
Saturn,Calypso ,(Caches),C,80 Endo,15.1,Uncommon
Saturn,Calypso ,(Caches),C,150 Endo,15.1,Uncommon
Saturn,Calypso ,(Caches),C,Orokin Cell,15.1,Uncommon
Saturn,Calypso ,(Caches),C,Gallium,15.1,Uncommon
Saturn,Calypso ,(Caches),C,Neurodes,15.1,Uncommon
Saturn,Calypso ,(Caches),C,240 Endo,4.4,Rare
Saturn,Calypso ,(Caches),C,2X Orokin Cell,4.4,Rare
Saturn,Calypso ,(Caches),C,2X Gallium,4.4,Rare
Saturn,Calypso ,(Caches),C,2X Neurodes,4.4,Rare
Saturn,Calypso ,(Caches),C,Tellurium,4.4,Rare
Saturn,Calypso ,(Caches),C,Argon Crystal,1,Ultra Rare
Saturn,Calypso ,(Caches),C,Nitain Extract,1,Ultra Rare
Saturn,Calypso ,(Caches),C,Xiphos Engines Blueprint,0.5,Legendary
Saturn,Pandora ,(Pursuit),,Tempered Blade,4.74,Rare
Saturn,Pandora ,(Pursuit),,Sudden Impact,4.74,Rare
Saturn,Pandora ,(Pursuit),,Poisonous Sting,4.74,Rare
Saturn,Pandora ,(Pursuit),,Glacial Edge,4.74,Rare
Saturn,Pandora ,(Pursuit),,Galvanized Blade,4.74,Rare
Saturn,Pandora ,(Pursuit),,150 Endo,4.74,Rare
Saturn,Pandora ,(Pursuit),,Furor,4.74,Rare
Saturn,Pandora ,(Pursuit),,50 Endo,3.16,Rare
Saturn,Pandora ,(Pursuit),,80 Endo,2.01,Rare
Saturn,Pandora ,(Pursuit),,Extend,3.16,Rare
Saturn,Pandora ,(Pursuit),,Superior Defenses,3.16,Rare
Saturn,Pandora ,(Pursuit),,Cutting Edge,3.16,Rare
Saturn,Pandora ,(Pursuit),,System Reroute,3.16,Rare
Saturn,Pandora ,(Pursuit),,Efficient Transferral,3.16,Rare
Saturn,Pandora ,(Pursuit),,Blazing Steel,3.16,Rare
Saturn,Pandora ,(Pursuit),,400 Endo,4.74,Rare
Saturn,Pandora ,(Pursuit),,Meso T1 Relic,4.74,Rare
Saturn,Pandora ,(Pursuit),,Meso Z1 Relic,4.74,Rare
Saturn,Pandora ,(Pursuit),,Meso B2 Relic,4.74,Rare
Saturn,Pandora ,(Pursuit),,Meso S8 Relic,4.74,Rare
Saturn,Pandora ,(Pursuit),,Meso T3 Relic,4.74,Rare
Saturn,Pandora ,(Pursuit),,Meso D3 Relic,4.74,Rare
Saturn,Pandora ,(Pursuit),,Meso R1 Relic,4.74,Rare
Saturn,Cephalon Capture ,(Conclave),A,400 Endo,8.33,Rare
Saturn,Cephalon Capture ,(Conclave),A,Blind Shot,2.48,Rare
Saturn,Cephalon Capture ,(Conclave),A,Hydraulic Barrel,2.48,Rare
Saturn,Cephalon Capture ,(Conclave),A,Lucky Shot,2.48,Rare
Saturn,Cephalon Capture ,(Conclave),A,Hydraulic Gauge,2.48,Rare
Saturn,Cephalon Capture ,(Conclave),A,Hydraulic Chamber,2.48,Rare
Saturn,Cephalon Capture ,(Conclave),A,Feathered Arrows,2.48,Rare
Saturn,Cephalon Capture ,(Conclave),A,Heightened Reflexes,2.48,Rare
Saturn,Cephalon Capture ,(Conclave),A,Hastened Steps,2.48,Rare
Saturn,Cephalon Capture ,(Conclave),A,Adrenaline Boost,2.48,Rare
Saturn,Cephalon Capture ,(Conclave),A,Vital Systems Bypass,2.48,Rare
Saturn,Cephalon Capture ,(Conclave),A,Secondary Wind,2.48,Rare
Saturn,Cephalon Capture ,(Conclave),A,Deft Tempo,2.48,Rare
Saturn,Cephalon Capture ,(Conclave),A,Plan B,2.48,Rare
Saturn,Cephalon Capture ,(Conclave),A,Kill Switch,2.48,Rare
Saturn,Cephalon Capture ,(Conclave),A,Gorgon Frenzy,2.48,Rare
Saturn,Cephalon Capture ,(Conclave),A,Grinloked,2.48,Rare
Saturn,Cephalon Capture ,(Conclave),A,Double Tap,2.48,Rare
Saturn,Cephalon Capture ,(Conclave),A,Triple Tap,2.48,Rare
Saturn,Cephalon Capture ,(Conclave),A,Final Tap,2.48,Rare
Saturn,Cephalon Capture ,(Conclave),A,Directed Convergence,2.48,Rare
Saturn,Cephalon Capture ,(Conclave),A,Sudden Justice,2.48,Rare
Saturn,Cephalon Capture ,(Conclave),A,Focused Acceleration,2.48,Rare
Saturn,Cephalon Capture ,(Conclave),A,Measured Burst,2.48,Rare
Saturn,Cephalon Capture ,(Conclave),A,Heavy Warhead,2.48,Rare
Saturn,Cephalon Capture ,(Conclave),A,Final Act,2.48,Rare
Saturn,Cephalon Capture ,(Conclave),A,Tactical Retreat,2.48,Rare
Saturn,Cephalon Capture ,(Conclave),A,Mortal Conduct,2.48,Rare
Saturn,Cephalon Capture ,(Conclave),A,Soaring Strike,2.48,Rare
Saturn,Cephalon Capture ,(Conclave),A,Emergent Aftermath,2.48,Rare
Saturn,Cephalon Capture ,(Conclave),A,Static Alacrity,2.48,Rare
Saturn,Cephalon Capture ,(Conclave),A,Thundermiter,2.48,Rare
Saturn,Cephalon Capture ,(Conclave),A,Shrapnel Rounds,2.48,Rare
Saturn,Cephalon Capture ,(Conclave),A,Ambush Optics,2.48,Rare
Saturn,Cephalon Capture ,(Conclave),A,Skull Shots,2.48,Rare
Saturn,Cephalon Capture ,(Conclave),A,Brain Storm,2.48,Rare
Saturn,Cephalon Capture ,(Conclave),A,Draining Gloom,2.48,Rare
Saturn,Cephalon Capture ,(Conclave),A,Precision Munition,2.48,Rare
Saturn,Cephalon Capture ,(Conclave),B,400X Alloy Plate,12.65,Uncommon
Saturn,Cephalon Capture ,(Conclave),B,600X Cryotic,12.65,Uncommon
Saturn,Cephalon Capture ,(Conclave),B,400X Ferrite,12.65,Uncommon
Saturn,Cephalon Capture ,(Conclave),B,500X Nano Spores,12.65,Uncommon
Saturn,Cephalon Capture ,(Conclave),B,500X Polymer Bundle,12.65,Uncommon
Saturn,Cephalon Capture ,(Conclave),B,600X Salvage,12.65,Uncommon
Saturn,Cephalon Capture ,(Conclave),B,100X Circuits,7.37,Rare
Saturn,Cephalon Capture ,(Conclave),B,120X Plastids,7.37,Rare
Saturn,Cephalon Capture ,(Conclave),B,100X Rubedo,7.37,Rare
Saturn,Cephalon Capture ,(Conclave),B,Argon Crystal,0.25,Legendary
Saturn,Cephalon Capture ,(Conclave),B,Control Module,0.25,Legendary
Saturn,Cephalon Capture ,(Conclave),B,Gallium,0.25,Legendary
Saturn,Cephalon Capture ,(Conclave),B,Morphics,0.25,Legendary
Saturn,Cephalon Capture ,(Conclave),B,Neural Sensors,0.25,Legendary
Saturn,Cephalon Capture ,(Conclave),B,Neurodes,0.25,Legendary
Saturn,Cephalon Capture ,(Conclave),B,Orokin Cell,0.25,Legendary
Saturn,Cephalon Capture ,(Conclave),B,Forma Blueprint,0.25,Legendary
Saturn,Cephalon Capture ,(Conclave) Extra,A,400 Endo,8.33,Rare
Saturn,Cephalon Capture ,(Conclave) Extra,A,Blind Shot,2.48,Rare
Saturn,Cephalon Capture ,(Conclave) Extra,A,Hydraulic Barrel,2.48,Rare
Saturn,Cephalon Capture ,(Conclave) Extra,A,Lucky Shot,2.48,Rare
Saturn,Cephalon Capture ,(Conclave) Extra,A,Hydraulic Gauge,2.48,Rare
Saturn,Cephalon Capture ,(Conclave) Extra,A,Hydraulic Chamber,2.48,Rare
Saturn,Cephalon Capture ,(Conclave) Extra,A,Feathered Arrows,2.48,Rare
Saturn,Cephalon Capture ,(Conclave) Extra,A,Heightened Reflexes,2.48,Rare
Saturn,Cephalon Capture ,(Conclave) Extra,A,Hastened Steps,2.48,Rare
Saturn,Cephalon Capture ,(Conclave) Extra,A,Adrenaline Boost,2.48,Rare
Saturn,Cephalon Capture ,(Conclave) Extra,A,Vital Systems Bypass,2.48,Rare
Saturn,Cephalon Capture ,(Conclave) Extra,A,Secondary Wind,2.48,Rare
Saturn,Cephalon Capture ,(Conclave) Extra,A,Deft Tempo,2.48,Rare
Saturn,Cephalon Capture ,(Conclave) Extra,A,Plan B,2.48,Rare
Saturn,Cephalon Capture ,(Conclave) Extra,A,Kill Switch,2.48,Rare
Saturn,Cephalon Capture ,(Conclave) Extra,A,Gorgon Frenzy,2.48,Rare
Saturn,Cephalon Capture ,(Conclave) Extra,A,Grinloked,2.48,Rare
Saturn,Cephalon Capture ,(Conclave) Extra,A,Double Tap,2.48,Rare
Saturn,Cephalon Capture ,(Conclave) Extra,A,Triple Tap,2.48,Rare
Saturn,Cephalon Capture ,(Conclave) Extra,A,Final Tap,2.48,Rare
Saturn,Cephalon Capture ,(Conclave) Extra,A,Directed Convergence,2.48,Rare
Saturn,Cephalon Capture ,(Conclave) Extra,A,Sudden Justice,2.48,Rare
Saturn,Cephalon Capture ,(Conclave) Extra,A,Focused Acceleration,2.48,Rare
Saturn,Cephalon Capture ,(Conclave) Extra,A,Measured Burst,2.48,Rare
Saturn,Cephalon Capture ,(Conclave) Extra,A,Heavy Warhead,2.48,Rare
Saturn,Cephalon Capture ,(Conclave) Extra,A,Final Act,2.48,Rare
Saturn,Cephalon Capture ,(Conclave) Extra,A,Tactical Retreat,2.48,Rare
Saturn,Cephalon Capture ,(Conclave) Extra,A,Mortal Conduct,2.48,Rare
Saturn,Cephalon Capture ,(Conclave) Extra,A,Soaring Strike,2.48,Rare
Saturn,Cephalon Capture ,(Conclave) Extra,A,Emergent Aftermath,2.48,Rare
Saturn,Cephalon Capture ,(Conclave) Extra,A,Static Alacrity,2.48,Rare
